path,Smiles
/beegfs/home/m.romanov/thesis/benchmarking/datasets/USPTO/US07314511-20080101-C00002.png,c1ccc2c(c1)C1=N/C2=N\C2=N/C(=N\C3=N/C(=N\C4=N/C(=N\1)c1ccccc14)c1ccccc13)c1ccccc12
/beegfs/home/m.romanov/thesis/benchmarking/datasets/USPTO/US07314511-20080101-C00004.png,N#Cc1ccccc1C#N
/beegfs/home/m.romanov/thesis/benchmarking/datasets/USPTO/US07314511-20080101-C00006.png,Cc1ccc(S(=O)(=O)Oc2ccc(OS(=O)(=O)c3ccc(C)cc3)c(C#N)c2C#N)cc1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/USPTO/US07314511-20080101-C00007.png,Cc1ccc(Sc2ccc(Sc3ccc(C)cc3)c(C#N)c2C#N)cc1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/USPTO/US07314511-20080101-C00008.png,CC(C)c1ccc(Sc2ccc(Sc3ccc(C(C)C)cc3)c(C#N)c2C#N)cc1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/USPTO/US07314511-20080101-C00009.png,N#Cc1c(Sc2ccc3ccccc3c2)ccc(Sc2ccc3ccccc3c2)c1C#N
/beegfs/home/m.romanov/thesis/benchmarking/datasets/USPTO/US07314511-20080101-C00010.png,N#Cc1c(Sc2ccccc2)ccc(Sc2ccccc2)c1C#N
/beegfs/home/m.romanov/thesis/benchmarking/datasets/USPTO/US07314511-20080101-C00011.png,Cc1ccccc1Sc1ccc(Sc2ccccc2C)c(C#N)c1C#N
/beegfs/home/m.romanov/thesis/benchmarking/datasets/USPTO/US07314511-20080101-C00012.png,N#Cc1c(Sc2ccccc2Cl)ccc(Sc2ccccc2Cl)c1C#N
/beegfs/home/m.romanov/thesis/benchmarking/datasets/USPTO/US07314543-20080101-C00003.png,CC(=O)C=Cc1ccccc1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/USPTO/US07314576-20080101-C00010.png,CCCCCCCCCC=C1CC(C)OC1=O
