path,Smiles
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0001-1032051861.png,Cc1cc(C)c(C=O)[nH]1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0001-1049908415.png,N#Cc1cccc(-n2cccc2C=O)c1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0001-110883269.png,O=Cc1cccn1-c1ccc(Cl)cc1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0001-263948097.png,O=Cc1ccc[nH]1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0001-309810939.png,CCOC(=O)c1[nH]c(C)c(C=O)c1C
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0001-31314370.png,COC(=O)c1c(C=O)c(C)n(C)c1C
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0001-635170404.png,COC(=O)c1c(C)[nH]c(C)c1C=O
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0001-715660248.png,CCOC(=O)c1c(C=O)c(C)n(C2CC2)c1C
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0001-722986859.png,COC(=O)c1cc(C=O)cn1C
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0001-764805251.png,N#CCCn1cccc1C=O
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0002-1066441225.png,Cn1ccc(C=O)n1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0002-111144757.png,Cc1cc(C=O)n(C)n1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0002-20741494.png,O=Cc1cccn1-c1ccc(I)cc1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0002-289005593.png,CCOC(=O)c1c(C=O)c(C)n(-c2ccccc2)c1C
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0002-449756707.png,Cn1ncc(C=O)c1N
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0002-53570695.png,O=Cc1cccn1-c1ccc(C(F)(F)F)cc1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0002-549381716.png,Cc1cc(C=O)nn1C
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0002-604042052.png,Cn1cc(C=O)c(=N)[nH]1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0002-732429981.png,O=Cc1cccn1-c1cc(Cl)cc(Cl)c1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0003-1070034781.png,O=Cc1c[nH]nc1-c1cccs1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0003-193768864.png,Cc1nn(C(C)(C)C)c(C)c1C=O
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0003-197451784.png,Cc1nn(C)c(C)c1C=O
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0003-375226068.png,O=Cc1c[nH]nc1-c1ccccc1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0003-625260689.png,O=Cc1ccnn1-c1ccccc1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0003-701940104.png,Cc1nn(C)c(Cl)c1C=O
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0003-832932927.png,O=Cc1n[nH]cc1Br
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0003-880275113.png,Cn1cc(Cl)c(C=O)n1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0003-888341323.png,Cn1nc(C=O)cc1-c1ccco1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0003-921236533.png,Cn1nc(-c2ccccc2)cc1C=O
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0004-269555700.png,Cn1ncc(C=O)c1-c1ccccc1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0004-297286884.png,Cn1nc(-c2cccs2)cc1C=O
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0004-363642336.png,COc1ccc(-c2n[nH]cc2C=O)cc1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0004-394368388.png,Cc1c(C=O)cnn1-c1ccccc1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0004-399638852.png,Cc1ccccc1-n1ncc(C=O)c1C
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0004-523287202.png,O=Cc1c[nH]nc1-c1ccc(F)cc1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0004-715318232.png,Cn1nc(C=O)cc1-c1ccccc1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0004-781633036.png,Cn1cc(Br)c(C=O)n1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0004-868527528.png,Cn1ncc(Br)c1C=O
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0005-356438784.png,Cc1nn(C(=O)OC(C)(C)C)c(C)c1C=O
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0005-468725529.png,O=Cc1cnc[nH]1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0005-739915396.png,Cn1cnc(C=O)c1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0005-758470697.png,O=Cc1ncc[nH]1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0005-802730930.png,Cc1c(C=O)cnn1-c1ccc(F)cc1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0005-897566014.png,O=Cc1c[nH]nc1-c1ccc(C(F)(F)F)cc1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0005-92151286.png,Cn1nc(C(F)(F)F)c(C=O)c1Cl
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0005-921694927.png,Cc1nn(C)c(N2CCOCC2)c1C=O
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0005-935459379.png,COc1ccc(-n2ncc(C=O)c2C)cc1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0006-145414490.png,O=Cc1ccc(B(O)O)o1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0006-23562132.png,CSc1ncc(C=O)n1Cc1ccccc1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0006-257490328.png,Cc1ncc(C=O)n1C
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0006-428660075.png,CCCCc1nc(C=O)c(Cl)[nH]1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0006-436168193.png,Cn1cncc1C=O
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0006-610199923.png,Cc1nc[nH]c1C=O
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0006-627835855.png,CCCCc1ncc(C=O)[nH]1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0006-789494731.png,O=Cc1ccoc1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0006-830360115.png,CCc1nc(C=O)c(C)[nH]1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0006-857072465.png,O=Cc1ccco1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0006-92768713.png,Cc1ncc(C=O)[nH]1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0006-979991098.png,O=Cc1ccc([N+](=O)[O-])o1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0007-1000171633.png,O=Cc1ccc(Br)o1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0007-215668734.png,Cc1cc(C=O)c(-c2ccccc2)o1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0007-527646682.png,Cc1nnc(Sc2ccc(C=O)o2)n1C
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0007-527759649.png,O=Cc1ccc(C(F)(F)F)o1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0007-65267313.png,Cc1oc(-c2ccccc2)cc1C=O
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0007-659329728.png,O=Cc1ccc(Oc2cccnc2)o1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0007-752363562.png,O=Cc1ccc(Sc2ccccn2)o1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0007-874528401.png,O=Cc1ccc(CN2C(=O)c3ccccc3C2=O)o1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0007-891936742.png,NS(=O)(=O)c1ccc(-c2ccc(C=O)o2)cc1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0007-914728550.png,COC(=O)c1cc(C=O)oc1C
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0007-964024908.png,COC(=O)c1sccc1-c1ccc(C=O)o1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0008-1052247062.png,CCOC(=O)c1cc(-c2ccc(Cl)cc2)oc1C=O
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0008-1057253389.png,O=Cc1ccc(-c2ccc(C(F)(F)F)cc2Cl)o1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0008-176979447.png,CCc1ccc(C=O)s1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0008-41142559.png,O=Cc1ccc(-c2ccc(F)c(C(F)(F)F)c2)o1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0008-524880020.png,O=Cc1ccc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)o1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0008-678510846.png,O=Cc1ccc(Cl)s1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0008-807557087.png,O=Cc1ccc(-c2ccc(OC(F)(F)F)cc2)o1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0008-845399475.png,Cc1csc(C=O)c1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0008-971236867.png,O=Cc1ccc(-c2ccccc2OC(F)(F)F)o1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0008-973322273.png,O=Cc1sccc1Cl
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0008-996095623.png,Cc1ccc(C=O)s1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0009-123030958.png,O=Cc1ccc(-c2ccccc2)s1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0009-172320571.png,CSc1ccc(C=O)s1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0009-200340357.png,CC(=O)c1ccc(C=O)s1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0009-389769516.png,O=Cc1ccc(-c2ccccn2)s1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0009-539949066.png,O=Cc1ccc(-c2ccco2)s1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0009-580355195.png,O=Cc1ccsc1Br
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0009-610553642.png,O=Cc1ccc(Br)s1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0009-640640130.png,O=Cc1ccc(-c2cccs2)s1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0009-817477328.png,O=Cc1ccc(N2CCOCC2)s1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0009-905767877.png,O=Cc1sccc1-n1cccc1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0009-952281617.png,O=Cc1cc(Br)cs1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0009-988380419.png,O=Cc1sccc1Br
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0010-325438279.png,Cc1noc(C)c1C=O
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0010-368121303.png,O=Cc1cc(-c2cccs2)on1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0010-380761131.png,Cc1nc(-c2ccc(C=O)s2)cs1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0010-43973025.png,Cc1cc(C=O)no1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0010-446438857.png,O=Cc1cc(-c2ccco2)on1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0010-448403649.png,O=Cc1sccc1Oc1ccccc1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0010-481945036.png,Cn1nc(-c2ccc(C=O)s2)cc1C(F)(F)F
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0010-547693915.png,O=Cc1ccc(C#Cc2ccccc2)s1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0010-577638942.png,O=Cc1cc(-c2ccccc2)on1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0010-698472571.png,COc1ccc(-c2ccc(C=O)s2)cc1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0010-908946081.png,O=Cc1cc(C#Cc2ccccc2)cs1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0011-141286342.png,O=Cc1csc(-c2ccccc2)n1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0011-2114305.png,Cc1nc(C)c(C=O)s1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0011-497934192.png,Cc1nc(C=O)cs1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0011-5588874.png,Cc1noc(-c2ccccc2)c1C=O
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0011-676508865.png,Cc1nc(C=O)c(C)o1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0011-677447266.png,O=Cc1csc(-c2cccc(Cl)c2)n1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0011-742592288.png,Cc1nc(-c2ccccc2)c(C=O)s1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0011-832137346.png,Cc1nc(-c2ccccc2)sc1C=O
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0011-854911220.png,Cc1oc(-c2ccccc2)nc1C=O
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0011-946299764.png,O=Cc1nccs1
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0011-983421880.png,Cc1onc(-c2ccccc2)c1C=O
/beegfs/home/m.romanov/thesis/benchmarking/datasets/UOB/maybridge-0012-1027165240.png,Cc1nc(C2CCN(C(=O)OC(C)(C)C)CC2)sc1C=O
