ChEMBL ID,Smiles
CHEMBL1558956,Cc1cccc(C(=O)N2CCN=C2SCc2ccc([N+](=O)[O-])cc2)c1
CHEMBL4800256,COc1cc(OC)c2c(N3CCN(C)CC3)nc(-c3cc(C)c(OCCCCC(=O)NO)c(C)c3)nc2c1
CHEMBL543065,I.c1ccc(CN2CCOc3cc(NC4=NCCN4)ccc32)cc1
CHEMBL3473075,Cc1cc(N2CCC3(CCCN(CCO)C3=O)C2)nc(C)c1C#N
CHEMBL3640734,CC(=O)OC(C)(C)C(=O)Nc1cccc(-c2ccc3nc(-c4cccnc4N)n(-c4ccc(C5(N)CCC5)cc4)c3n2)c1
CHEMBL5093065,CCCCCC[n+]1ccc(/C(C#N)=C2/C=C(C)c3ccc(N(CC)CC)cc3O2)cc1
CHEMBL5983063,Cc1nc(F)ccc1[C@H](Nc1cc(C#N)c2ncc(C#N)c(NCC(C)(C)C(F)(F)F)c2c1)C1=CN(C(C)(C)C)NN1
CHEMBL3657312,COc1cc(C(=O)N[C@H]2CCN(C)C[C@H]2F)ccc1Nc1ncc(C(F)(F)F)c(Oc2cccc3c2C(=O)N(C)C3)n1
CHEMBL3979222,CCc1csc([C@H](Cc2ccc(NS(=O)(=O)O)cc2)NC(=O)CCc2ccccc2)n1
CHEMBL2012732,Cc1cc(O)ccc1-n1c(CCC(=O)O)ccc1-c1ccc(-n2ccnc2)cc1
CHEMBL5858661,O=C([C@H]1CC[C@H](OCC(F)F)CC1)N1Cc2cccnc2Nc2ccc(N3CCOCC3)cc21
CHEMBL2159915,O=C1CSC(N2N=C(c3cccc(F)c3)CC2c2cc3cc(F)ccc3nc2Cl)=N1
CHEMBL4747126,CC(C)Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)c2[nH]c(C(=O)NCc3ccc(C(=O)Nc4ccccc4N)cc3)cc12
CHEMBL1576045,Cc1ccc(S(=O)(=O)N(C)C)cc1-n1c(SCC(=O)Nc2ccc(F)cc2Cl)nc2ccccc2c1=O
CHEMBL4642288,C=C(C)/C=C/c1c2c(c(OC)c3c(=O)cc(-c4ccccc4)oc13)C=CC(C)(C)O2
CHEMBL3190201,COC(=O)Oc1ccc(/C=N/NC(=O)CSCc2ccccc2Br)cc1OC
CHEMBL302894,CCc1c(OC)nc2nc(-c3n[nH]c(C)n3)cn2c1C
CHEMBL4585610,Cc1sc2nnn(-c3ccccc3Cl)c(=O)c2c1C
CHEMBL152632,O=C1NCCN1c1ncc([N+](=O)[O-])s1
CHEMBL5091942,O=C(Nc1cccnc1N1CCC2(CC1)CC2)c1cccc(N2CCOCC2)n1
CHEMBL422609,CC(C(=O)NCc1ccc(-c2nn[nH]n2)cc1)c1ccc2cc(OCc3ccc4ccccc4n3)ccc2c1
CHEMBL6021184,CS(=O)(=O)N1CC=C(c2c[nH]c3ccccc23)CC1
CHEMBL3905942,CC(C)C(CCO)NC(=O)c1cc(OCC2CC2)c(Cl)cn1
CHEMBL1910111,COC(=O)CN1Cc2c(nc(C)c(CN)c2-c2ccc(Cl)cc2Cl)C1=O
CHEMBL1926717,CCOC(=O)Nc1cc(NCCCCN(CC)CC)c2nc(-c3ccco3)c(-c3ccco3)nc2n1
CHEMBL2010212,CCOc1ccc(/N=c2\scc(-c3ccc(OC)cc3)n2CCO)cc1
CHEMBL3941641,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CCCc3ccccc31)CC2
CHEMBL4971630,CS(=O)(=O)N1C[C@H]2CCN(C(=O)Cc3c[nH]c4ccccc34)C[C@@]2(CO)C1
CHEMBL1567426,CCn1nc(C)c(CNC(=O)CCc2nnc(Cc3c[nH]c4ccccc34)o2)c1C
CHEMBL3979823,Clc1cc(Cl)cc(Nc2n[nH]c(NCc3cncnc3)n2)c1
CHEMBL1689209,COc1cc(/C=C/[C@@H](c2ccc(O)c(OC)c2)[C@H](O)CO)ccc1O
CHEMBL61177,OC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)c2ccccc12
CHEMBL5003379,O=C(c1ccc(Br)o1)N1CC[C@H](OCc2cccnc2)C1
CHEMBL3392262,O=C(CO)NCCNCC(O)COc1ccccc1.O=C(O)C(=O)O
CHEMBL4898951,CC(C)Cc1cc(C(=O)OC[C@H]2CCCO2)[nH]n1
CHEMBL4290928,C[C@@H]1CC(O)CCCCCCC[C@H](OC(=O)CCC(=O)O)C(=O)/C=C/C(=O)O1
CHEMBL532929,COc1ccc2nccc([C@@H](O)CN3CCC(NC(=O)C(c4cc5ccccc5s4)N4CCN(c5ccccc5OC)CC4)CC3)c2c1
CHEMBL4090256,C[C@H]1[C@H](C)CC[C@]2(C(=O)NNC(=O)c3cccnc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6cc7ccccc7nc6C(C)(C)[C@@H]5CC[C@]43C)[C@H]12
CHEMBL4280534,C[C@@H]1[C@@H](N)[C@H]1c1ccccc1.Cl
CHEMBL424010,COc1ccc(Cc2noc(CCc3c[nH]cn3)n2)cc1
CHEMBL431020,CC#CCNC(=O)c1cnc2c(cnn2CCCCC)c1N
CHEMBL4897183,O=C(NC1CC1)[C@@H]1CN(Cc2cnc(-c3ccc(Cl)cc3)nc2)CCN1
CHEMBL1484886,Cc1c(CCC(=O)N2CCC[C@H]2C(=O)O)c(=O)oc2cc3oc4c(c3cc12)CCCC4
CHEMBL6051426,CCS(=O)(=O)c1ccc(Cl)cc1Cn1c(=O)[nH]c2cc(CN3CC[C@H](N(C)C)C3)c(C(F)(F)F)cc2c1=O
CHEMBL3335647,COc1cccc(NC(=O)c2ccccc2NC(=O)c2ccc(C(C)(C)C)cc2)c1
CHEMBL4644322,O=[N+]([O-])OCCc1ccc(O)c(O)c1
CHEMBL4574250,CC1(C)CC[C@]2(C(=O)NCCNC(=O)c3cc(O)cc(O)c3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
CHEMBL5199887,O=[N+]([O-])c1ccc(-c2cn3c4c(sc3n2)CCc2cn(CCN3CCCC3)cc2-4)cc1
CHEMBL4746794,COC(=O)C(c1ccc(F)cc1Cl)n1ccc2c(C#N)cccc21
CHEMBL2143974,Cc1ccc([C@H]2C[C@@H](O)[C@H](n3cc(-c4ccc(F)cc4)nn3)CN2Cc2cccs2)cc1
CHEMBL4217537,CCCSc1nc(Sc2nnnn2-c2ccccc2)c2ncc(=O)n(CCCc3ccccc3)c2n1
CHEMBL1193292,CN(C(=O)[C@@H](N)c1ccccc1)[C@@H]1CCCC[C@H]1N1CCCC1
CHEMBL3192795,CN(C)CC(C)(C)C/N=C/c1c(O)[nH]c2ccccc12
CHEMBL241713,N#Cc1ccc(CN2C(=O)COc3ccc(/C=C4\SC(=S)NC4=O)cc32)cc1
CHEMBL5025010,CCN(CC)C(=O)N1CC[C@H](CCOc2ccccc2)C1
CHEMBL4068184,C=CC(C)(C)c1cc2cc3c(cc2oc1=O)O[C@@H](C(C)(C)OC(=O)c1ccccc1)C3
CHEMBL259493,COc1ccc(C(=O)CSc2nc(Cc3c(Cl)cccc3Cl)c(C)c(=O)[nH]2)cc1
CHEMBL283424,CCn1cc(C(=O)O)c(=O)c2cc(F)c(C)cc21
CHEMBL87850,O=C(NCc1ccccc1)c1cc2cc(CCl)ccc2oc1=O
CHEMBL4550491,CC(C)c1cccc(Cn2cc(F)ccc2=O)n1
CHEMBL1729071,COCCN(C(=O)COC(=O)COc1ccc2c(c1)CCC2)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
CHEMBL1599948,Cc1ccc(-c2noc(CSc3nnc(Cc4ccccc4)n3-c3ccc(Cl)cc3)n2)cc1
CHEMBL424952,Cc1cc(O)cc(C)c1CC(N)C(=O)N(C)[C@H](C)C(=O)NCCCc1ccccc1
CHEMBL366685,COc1cc(OC)cc(-c2nc(O)c3c(n2)c(C)nn3C)c1
CHEMBL1342771,O=C(NCCCNC1=NS(=O)(=O)c2ccccc21)c1ccc(S(=O)(=O)N2CCCCC2)cc1
CHEMBL1444838,CCOC(=O)c1cc2sc(C)cc2n1CC(=O)NCc1ccc(F)cc1
CHEMBL3919901,Nc1ncc(-c2ccc(CN3CCOCC3)cc2)cc1-c1nnc(C2CC2)o1
CHEMBL1550813,O=C(N/C(=C/c1ccco1)C(=O)N1CCOCC1)c1cccs1
CHEMBL3215736,Cl.Cl.Cl.O=C1C2C3C=CC(C3)C2S(=O)(=O)N1CCCCN1CCN(c2cncc(Cl)n2)CC1
CHEMBL2030263,C[C@H]1[C@@H](OCCCCCCCCCOC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3
CHEMBL2358671,CC(=O)c1ccc(N2CCN(C(C)C(=O)Nc3ccc4c(c3)OCCO4)CC2)cc1
CHEMBL5775648,Cc1ccc(CO[C@H]2CNC[C@@H]2NC(=O)c2cc(-c3cnn(C)c3)cnc2N)cc1
CHEMBL3210724,Cc1cc(N(CCCl)CCCl)ccc1/C=N/N=C(\N)c1cnccn1
CHEMBL2234431,COc1ccc(-n2c(=S)sc3c(=O)n(-c4ccc(Br)cc4)c(Nc4ccc(Br)cc4)nc32)cc1
CHEMBL354169,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCS(=O)(=O)C1
CHEMBL5836153,C[C@@H]1CN(c2ccc(OC(F)(F)F)c(C#N)c2)CCN1C(=O)NC[C@H](O)C1CCN(Cc2ccccc2)CC1
CHEMBL528687,Cc1ccc(-c2cnc3[nH]cc(-c4ccc(C(=O)O)c(C)c4)c3c2)cc1C
CHEMBL5940596,CSc1cccc(NC(=O)[C@@H]2C[C@@H](F)CN2C(=O)Cn2nc(C(C)=O)c3cc(-c4cnc(C)nc4)ccc32)n1
CHEMBL261435,CN1C(=O)CC2(C1=O)C(=O)N(CC(=O)O)c1ccc(Cl)cc12
CHEMBL1415804,CCN(CC)CCCCn1c(-c2ccccc2)nc2c(NCc3ccccc3)nc(C)nc21
CHEMBL2041727,C=CCSc1nnc(CCC)n1N1C(=O)c2ccccc2C1=O
CHEMBL114770,CCCCn1c(=O)c2nc[nH]c2n(CCCC)c1=O
CHEMBL3236261,CCCCCOc1cccnc1NC(=O)c1cnc2ccccn2c1=O
CHEMBL1187698,CCC[N+]12CCc3cc4c(cc3C1Cc1ccc(OC)c(OC)c1C2)OCO4
CHEMBL110150,O=[N+]([O-])c1ccc(CCOCCCSCCNCCc2ccc(O)c3nc(O)sc23)cc1
CHEMBL4865133,C=C1C(=O)O[C@@H]2C[C@H](CO)CC/C=C(\CO)C[C@@H](OC(=O)/C(C)=C/C)[C@@H]12
CHEMBL479281,CC(=O)OC/C=C(\C)CCCC(C)CC[C@H]1[C@@H](C)CCCC1(C)C
CHEMBL5790733,COc1cc(-c2noc(-c3ccc(C#N)c(C)c3)n2)ccc1C
CHEMBL5848207,Cn1cnc2ncn(Cc3nn(CCc4ccc(Cl)c(-c5ccccc5)c4)c(=O)o3)c(=O)c21
CHEMBL1341893,CS(=O)(=O)Nc1cccc(C2=NN(S(=O)(=O)c3ccccc3)C(c3cccs3)C2)c1
CHEMBL5188533,CCc1cccc(C[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)c2cnccn2)B(O)O)c1
CHEMBL4942300,CC(C)C(=O)N[C@@H](N1CCCCCC1)C(Cl)(Cl)Cl
CHEMBL1437223,COc1cc(C(=O)NCc2cccnc2)ccc1OCC(=O)Nc1cccc(C(F)(F)F)c1
CHEMBL1734428,Cc1ccccc1S(=O)(=O)N1[C@@H](c2ccc(Cl)cc2)C(C(=O)O)=CC[C@H]1c1ccc(Cl)cc1
CHEMBL5979663,CN1CCN(CCn2c(=O)n(C)c3ccc(-c4cn(C)c(=O)c5[nH]ccc45)c(OCC4CCC4)c32)CC1
CHEMBL5801131,C[C@@H]1CN(c2cc(F)c(-c3ccc(N4CCOCC4)c(F)c3)cc2NC(=O)c2c[nH]c(=O)cc2C(F)(F)F)C[C@H](C)N1C
CHEMBL4247628,c1ccc(Nc2nnc(CCN3CCCCC3)o2)cc1
CHEMBL3322508,O=C(O)c1cc(Br)ccc1S(=O)(=O)NCCCCN1C(=O)c2cccc3cccc(c23)C1=O
CHEMBL5914636,C[C@H](Oc1cc2c3c(c1)nc(-c1ccc4nc(N)sc4c1)n3CCCO2)C(N)=O
CHEMBL4281190,COCCOC(=O)C(C)(C)COS(=O)(=O)ON1C(=O)N2C[C@H]1CC[C@H]2C(N)=O
CHEMBL4455100,C=C1C(=O)[C@]23[C@H](OC(=O)c4ccc(OCc5ccccc5)cc4F)[C@H]1CC[C@H]2[C@@]12CO[C@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2O
CHEMBL3358416,O=C(NCc1ncc(C(F)(F)F)cc1Cl)c1ccc2c(c1)C1(CCS(=O)(=O)CC1)C(C1CC1)N2S(=O)(=O)c1ccc(Cl)cc1
CHEMBL3551454,CS(=O)(=O)NCc1cncc2c1CCN(C(=O)c1cccnc1)C2
CHEMBL1965321,CN(/N=C/c1cccnc1)C1=NS(=O)(=O)c2ccccc21
CHEMBL305784,CCCCCCCCCCCCn1c2nc(=O)n(C)c(=O)c-2cc2ccc([N+](=O)[O-])cc21
CHEMBL458646,Cc1oc(-c2ccc(F)cc2F)nc1N1N=C(c2ccccc2F)CC1N1CCc2ccccc2C1
CHEMBL2237877,CCCCc1nnc(S)n1Cc1ccc(NC(=O)c2ccccc2C(=O)O)cc1
CHEMBL3438457,Cn1c(CN2CCCCC2)cc(=O)c(O)c1CN1CCCCC1
CHEMBL3126735,Fc1ccc(C(SCCNCCCc2ccccc2)c2ccc(F)cc2)cc1
CHEMBL71324,Clc1ccc2[nH]c(C3=CCN(Cc4ccccc4)CC3)nc2c1
CHEMBL2006991,Cc1cc(C#N)c(Nc2c(C)cccc2[N+](=O)[O-])s1
CHEMBL5016836,Cc1nc(C)c(-c2cc(C(=O)NCc3ccc(F)cc3)[nH]n2)s1
CHEMBL4228356,C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccccc4Br)c3n2)c(OC)cc1N(C)CCN(C)C
CHEMBL3210186,Cc1ccccc1OCC(=O)N/N=C/c1ccco1
CHEMBL1304272,Cc1ccccc1OCCn1nc(C(=O)O)c2ccccc2c1=O
CHEMBL1915745,COc1ccc(Br)c(COc2ccc(-c3nn(CCF)cc3-c3ccncc3)cc2)n1
CHEMBL5542374,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C(=O)/C(C#N)=C/c4cn(CC=C(C)C)c5ccccc45)CC3)cc21
CHEMBL5974498,CNc1cc(-c2nn(CCN3CCN(C)CC3)c3ncccc23)nc2c(C(=O)N[C@H]3C[C@H]3F)cnn12
CHEMBL3966834,N=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1C1CCOCC1
CHEMBL5922486,CC(C)C[C@](N)(CF)COc1ccc(-c2ccnc(C(F)F)c2)nc1C(F)F
CHEMBL251706,CCCCc1ccc(COc2ncnc3ccccc23)cc1
CHEMBL524811,O=c1c(C2=CS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1Cc1ccccc1F
CHEMBL3451148,CN(C)c1ccc(C(=O)N2CCCc3cc(OC(F)(F)F)ccc32)cn1
CHEMBL447828,Cc1c(CC(C)N)ccc2c1CCN2
CHEMBL5756326,Cc1cc(-c2ccccc2OCC2COC2)c(N(C)C(=O)c2cc(C(F)(F)F)cc(S(C)(=O)=O)c2)cn1
CHEMBL1965695,CCOC(=O)N/N=C(/OCC)c1ccccc1
CHEMBL3417457,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)C6CCNCC6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL1604833,Brc1cccc(-c2nnc(-c3ccccc3)o2)c1
CHEMBL5416970,CC(=O)Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1
CHEMBL3490591,CCc1nc2n(n1)CC(NCCC(=O)Nc1cc(C)on1)CC2
CHEMBL3735066,CC1(CNC2CC2)CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3[C@@H]2C[C@@H]2F)C/C1=N/OCc1ccccc1
CHEMBL5629902,CCS(=O)(=O)N1CCN(c2ccc(Nc3nccc(Oc4c(C)cc(/C=C/C#N)cc4C)n3)cc2F)CC1
CHEMBL2131586,CC(=O)c1ccc(NC(=O)CN2CCN(S(=O)(=O)c3ccc4c(c3)OCCO4)CC2)cc1
CHEMBL1163895,COc1cccc2cc3c(cc12)[C@]1(C)CC[C@H](O)[C@@H]2COC(=C21)C3=O
CHEMBL2115031,Nc1ncnc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@@H](CO)[C@@H]1F
CHEMBL4584911,NC(=O)c1cnc2c(F)cc(-c3cccnc3)cc2c1NC1CCOCC1
CHEMBL4635601,O=COC[C@H]1O[C@@H](Oc2c(O)cc(O)cc2/C=C/c2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O
CHEMBL5848313,C[C@@H]1COCCN1c1cc(N=S(C)(=O)c2ccc(Br)cc2)c2ccnc(-c3ccn[nH]3)c2n1
CHEMBL3143539,Cc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1F
CHEMBL156865,CC(CCCN)NCC(O)c1ccc(O)c(O)c1
CHEMBL364979,NCCCC[C@@H]1NC(=O)[C@@H](CN(O)C=O)CCCCCCCCCCCCCCNC1=O
CHEMBL3586783,O=C1NCN(c2ccccc2)C12CCN(C1CC3(CCSCC3)Oc3ccccc31)CC2
CHEMBL1969682,Cn1c(=O)c2nc(-c3ccc(Cl)cc3)oc2n(C)c1=O
CHEMBL4936505,COc1ccc(OC)c(NC(=O)Cn2cc(-c3nc(C)no3)ccc2=O)c1
CHEMBL242518,O=C(NCCCN1CCN(CCCNc2ccnc3cc(Cl)ccc23)CC1)c1ccc(Cl)c([N+](=O)[O-])c1
CHEMBL3775533,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1nccc(-c2cccc(Cl)c2)n1
CHEMBL1585478,O=C(NC(=S)NCCSc1ccccc1)c1cccnc1
CHEMBL5953230,COc1c(C(C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(C)c1-c1ccc(C(=O)N(C)C)nc1
CHEMBL4960084,CC[C@@H](C(=O)NCCc1ccccn1)n1c(Cc2ccccc2F)nc2cc(Cl)c(Cl)cc21
CHEMBL70337,CC(C)N1CCN(CCN2CCN(C3CC(c4ccc(F)cc4)c4ccc(F)cc43)CC2)C1=O
CHEMBL5748411,COc1cccc(OC)c1-n1c(NS(=O)(=O)[C@@H](C)[C@@H](OC(C)C)c2cnc(C)cn2)nnc1[C@H]1CCOC1
CHEMBL323856,O=C(O)Cc1ccc(C=C2CCN(C(=O)C(c3ccccc3)c3ccccc3)CC2)cc1
CHEMBL1502089,Cc1cc(=O)oc(C)c1C(=O)NCCCN1C(C)CCCC1C
CHEMBL248177,CC(C)C[C@H]1C(=O)O[C@H](CC2CCCCC2)C(=O)N(C)[C@@H](CC(C)C)C(=O)O[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)O[C@H](C)C(=O)N1C
CHEMBL1444539,COc1ccc(N2CCN(CCCNC(=O)c3cc(Nc4ccc(OC)cc4OC)nc4ccccc34)CC2)cc1
CHEMBL1272128,CCNC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(CCN(C)C)S(C)(=O)=O)cc1)c1ccccc1
CHEMBL1520058,O=S(=O)(c1ccc(Cl)cc1)N1CCCC1c1nc(-c2ccc(Cl)cc2)no1
CHEMBL3898959,COCOc1ccc2cc(/C=N/NC(N)=S)ccc2c1
CHEMBL4869242,O=C(CSc1nc(Nc2ccccc2)c2ccccc2n1)Nc1cccc([N+](=O)[O-])c1
CHEMBL4952719,CCOc1cccc(C(=O)N(C)c2ccc(-c3ccccc3)nn2)c1
CHEMBL129764,CCCCCOc1nsnc1OC1CN2CCC1CC2
CHEMBL5759456,Fc1cnc([C@H]2CC[C@H](CCNC3CCOCC3)CC2)c(Cl)c1
CHEMBL5784039,COc1ncc(-c2n[nH]c3cc4c(cc23)CN([C@H](C)c2ccc(Cl)cc2)C(=O)N4)cn1
CHEMBL4992291,C[C@H]1Cc2ccccc2N1Cc1ccoc1C(=O)NCCC1(O)CCC1
CHEMBL52029,CC(O)C(C)OC(=O)C1CC2c3cccc4c3c(cn4C3CCCCCC3)CC2N(C)C1
CHEMBL3422368,COc1ccc(O)c(/C=N\NC(=O)c2ccoc2C)c1
CHEMBL1589074,COc1ccc(C(=O)NCc2c(C)oc(C)c2C(=O)O)cc1
CHEMBL6023700,C[C@H](N)c1nc2c(-c3ccc(S(=O)(=O)N[C@@H]4CCNC4)c(S(N)(=O)=O)c3-c3nn[nH]n3)cccc2[nH]1
CHEMBL6058757,N#Cc1cnn2c(-c3cc(NC45CCC(O)(CC4)CC5)c(C(=O)NCC(=O)N4CCOCC4)cn3)ccc2c1
CHEMBL5835848,COc1ncnc(C2CC2)c1-c1ncc2cnn(Cc3ccc(-c4nc(C(F)F)nn4C)cc3)c2n1
CHEMBL4166707,COc1cc(/C=N/Nc2nccs2)c2c(c1OCc1ccc(Cl)c(Cl)c1)CN1CCc3cc4c(cc3C1C2)OCO4
CHEMBL1411748,Cc1c(Cl)cccc1NC(=O)C1CCN(S(C)(=O)=O)CC1
CHEMBL3455035,CCOc1ccc(CNC2CCCN(c3cccnn3)C2)cc1OC
CHEMBL5835968,Cc1cc2c(cc(NC(=O)NC(C)C)c3nnc(C)n32)n1Cc1ccccc1
CHEMBL1618437,CC1CC(C)(C)NCc2ccccc21
CHEMBL5801456,COC(=O)N1c2ccc3c(nc(CCc4ccn(C)n4)n3[C@H]3CC[C@H](C(=O)O)CC3)c2CC[C@@H]1C
CHEMBL3437562,CN(C)CCN(C)C[C@H]1CN2CC[C@H]1C[C@@H]2CNC(=O)Nc1ccsc1
CHEMBL5019396,CNC(=O)[C@@H]1CN(C(=O)Cc2ccc(Br)cc2)C[C@H]1CO
CHEMBL4568055,CCN(CC)S(=O)(=O)c1cccc(-c2nnc(SCc3nc(=O)c4cccc(C)c4[nH]3)n2CC(C)C)c1
CHEMBL217912,CCN(CC)CCSc1nc(N)c(C#N)c(-c2cccc(Cl)c2Cl)c1C#N
CHEMBL3409112,Oc1ccc2c(c1)[C@]1(CCCCc3ccccc3)CCN(CCCc3ccccc3)C[C@@H]1O2
CHEMBL5175939,CC(=O)c1c(C)[nH]c(-c2nc3c(N4CCN(C)CC4)cccc3[nH]2)c1C
CHEMBL1514503,C=C(C)C(=O)c1cccs1
CHEMBL4460192,Oc1ccc2c(c1)Cc1c(-c3ccccc3O)cc(-c3ccc(Cl)cc3)nc1-2
CHEMBL3311447,COc1ccc(Nc2nc(Nc3cccc(NC(=O)N4CCCC4)c3)nc3[nH]ccc23)cc1
CHEMBL5491405,O=C(O)c1cccc(Sc2cc(N3CCCC3)ncn2)c1
CHEMBL1545418,Cn1cc(C(=O)NCc2cccnc2)c(=O)c2cc(S(=O)(=O)N3CCCCCC3)ccc21
CHEMBL4779297,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(C(=O)Nc4ccccn4)cc3)c2c1
CHEMBL1469693,CC(=O)c1ccc(OCC(O)CN2CCC(C)CC2)cc1.Cl
CHEMBL121316,CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)NCCO
CHEMBL4909283,Cc1ccccc1-c1nc2nc(C)c(CC(=O)N3CCCCCC3)c(C)n2n1
CHEMBL1498752,Cc1cc2c(c(=O)n1Cc1cccnc1)C(c1ccc(F)cc1)C(C#N)=C(N)O2
CHEMBL1183208,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](Cc4cc[n+](CC(N)=O)n4C)C3)[C@H](C)[C@H]12
CHEMBL3215576,Cl.Cl.Cl.NCCCCCCNc1nc(/C=C/c2ccc(Cl)cc2)nc2cc3ccccc3cc12
CHEMBL3443303,Cc1cccc(Cl)c1NC(=O)Cn1cc(C(=O)O)ccc1=O
CHEMBL3138532,C[C@@]12CC[C@H](O)C[C@H]1C[C@@H](OCc1ccccc1)[C@@H]1[C@@H]2CC[C@@]2(C)C(=O)CC[C@@H]12
CHEMBL417402,O=C(c1cccc(CN2CCN(c3ccccc3)CC2)c1)N1CCCCC1
CHEMBL1527487,COc1ccc(C2c3c(oc4ccc(Cl)cc4c3=O)C(=O)N2Cc2ccco2)cc1OC
CHEMBL473761,COc1cc2nc(Nc3cc(C)[nH]n3)nc(Nc3ccc(-c4nc5ccccc5s4)cc3)c2cc1OC
CHEMBL5963004,CO[C@H]1CCN(CCCS(=O)(=O)N2CCC(Nc3ncc(C(F)(F)F)c(-c4cnn(CC(C)(C)O)c4)n3)CC2)C1
CHEMBL4453291,O=C(NNC(=O)c1ccccc1O)Nc1ccc(Cl)c(Cl)c1
CHEMBL365560,N[C@H](C(=O)N1CC(F)(F)C1)C1CCCCC1
CHEMBL464785,COC(=O)c1c(OC)cc(C)cc1Oc1c(CO)cc(OC)cc1OC
CHEMBL4099434,O=C(NCCc1ccco1)c1cnc2c(SSc3cccc4cc(C(=O)NCCc5ccco5)cnc34)cccc2c1
CHEMBL4094996,Cn1c(=O)ccc2c(F)c(NS(=O)(=O)c3ccc(C#N)cc3)ccc21
CHEMBL5971953,NC[C@H](O)Cc1cccc(/C=C/c2c(Cl)cccc2Cl)c1
CHEMBL2407388,C=C1[C@@H](O)[C@]23[C@H](O)[C@H]1CC[C@H]2[C@@]12C(=O)O[C@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2O
CHEMBL3980754,COc1ccc(Cc2nc(C)nn2-c2cc(/C=C/c3ccc4ccccc4n3)nc(C)n2)cc1OC
CHEMBL4956682,CN1CCCCC[C@H]1C(=O)N1CCC2(CCCC2)C1
CHEMBL1822342,Cc1ccc(C#Cc2nc3ncccc3nc2OC(C)CN(C)C)cc1
CHEMBL1358017,COc1ccc(CCNC(=O)CCc2c(C)nc3c(c(C)nn3-c3ccc(C)cc3)c2C)c(OC)c1
CHEMBL5005685,CC1=NNC(=O)[C@H]1CCNC(=O)C1(c2cc(F)cc(F)c2)CCCC1
CHEMBL1986838,O=C1C2c3[nH]c4ccccc4c3C3CCCCCCC3C2C(=O)N1c1ccccc1
CHEMBL1222976,CC(C)NC(=O)Cn1c(-c2cccc(Cl)c2)cn2cc(N3CCC4(CC3)CN(C)C4)cc2c1=O
CHEMBL485032,CC1(C)OC2=C(C(=O)C(=O)c3ccccc32)[C@@H]2c3c(ccc4ccccc34)OC[C@@H]21
CHEMBL4927530,COc1cc(CN2CC(Oc3ccc(-c4noc(-c5ccncc5)n4)cc3)C2)cc(OC)c1
CHEMBL468823,CC(=O)OC[C@]12[C@H](O)C(=O)C(C)=C[C@H]1O[C@@H]1[C@H](O)C[C@@]2(C)[C@]12CO2
CHEMBL494941,C=C1/C(=C\C=C2/CCC[C@]3(C)C(C4(C/C=C/C(O)(C(F)(F)F)C(F)(F)F)CC4)=CC[C@@H]23)C[C@@H](O)C[C@@H]1F
CHEMBL1322783,CC(C)Oc1ccc(Cn2c(=O)sc3ccccc32)cc1
CHEMBL3273102,CN1CCCCC1C(O)c1cc2ccccc2c2cc(Br)ccc12.Cl
CHEMBL3966579,C/C(=C\C=C\C(C)C)[C@H]1CC[C@](C)(NC=O)CC1
